,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
97,Norte,RO,,11,,,,2022-07-01,26,1777225.0,418147,1039,7247,1,,,
98,Norte,RO,,11,,,,2022-07-02,26,1777225.0,418610,463,7249,2,,,
99,Norte,RO,,11,,,,2022-07-03,27,1777225.0,419461,851,7250,1,,,
100,Norte,RO,,11,,,,2022-07-04,27,1777225.0,420323,862,7251,1,,,
101,Norte,RO,,11,,,,2022-07-05,27,1777225.0,421029,706,7251,0,,,
102,Norte,RO,,11,,,,2022-07-06,27,1777225.0,422780,1751,7253,2,,,
103,Norte,RO,,11,,,,2022-07-07,27,1777225.0,424749,1969,7255,2,,,
104,Norte,RO,,11,,,,2022-07-08,27,1777225.0,426477,1728,7257,2,,,
105,Norte,RO,,11,,,,2022-07-09,27,1777225.0,427228,751,7258,1,,,
106,Norte,RO,,11,,,,2022-07-10,28,1777225.0,427458,230,7259,1,,,
107,Norte,RO,,11,,,,2022-07-11,28,1777225.0,428063,605,7262,3,,,
108,Norte,RO,,11,,,,2022-07-12,28,1777225.0,429208,1145,7264,2,,,
109,Norte,RO,,11,,,,2022-07-13,28,1777225.0,430449,1241,7266,2,,,
110,Norte,RO,,11,,,,2022-07-14,28,1777225.0,431806,1357,7268,2,,,
111,Norte,RO,,11,,,,2022-07-15,28,1777225.0,432931,1125,7273,5,,,
112,Norte,RO,,11,,,,2022-07-16,28,1777225.0,433476,545,7273,0,,,
113,Norte,RO,,11,,,,2022-07-17,29,1777225.0,433789,313,7273,0,,,
114,Norte,RO,,11,,,,2022-07-18,29,1777225.0,434713,924,7276,3,,,
115,Norte,RO,,11,,,,2022-07-19,29,1777225.0,436546,1833,7278,2,,,
116,Norte,RO,,11,,,,2022-07-20,29,1777225.0,437550,1004,7280,2,,,
117,Norte,RO,,11,,,,2022-07-21,29,1777225.0,437550,0,7280,0,,,
118,Norte,RO,,11,,,,2022-07-22,29,1777225.0,439696,2146,7284,4,,,
119,Norte,RO,,11,,,,2022-07-23,29,1777225.0,440224,528,7286,2,,,
120,Norte,RO,,11,,,,2022-07-24,30,1777225.0,440310,86,7287,1,,,
121,Norte,RO,,11,,,,2022-07-25,30,1777225.0,440996,686,7291,4,,,
122,Norte,RO,,11,,,,2022-07-26,30,1777225.0,441730,734,7292,1,,,
123,Norte,RO,,11,,,,2022-07-27,30,1777225.0,442378,648,7293,1,,,
124,Norte,RO,,11,,,,2022-07-28,30,1777225.0,443074,696,7295,2,,,
125,Norte,RO,,11,,,,2022-07-29,30,1777225.0,443613,539,7299,4,,,
126,Norte,RO,,11,,,,2022-07-30,30,1777225.0,443809,196,7301,2,,,
127,Norte,RO,,11,,,,2022-07-31,31,1777225.0,443865,56,7301,0,,,
128,Norte,RO,,11,,,,2022-08-01,31,1777225.0,444416,551,7302,1,,,
129,Norte,RO,,11,,,,2022-08-02,31,1777225.0,445512,1096,7313,11,,,
130,Norte,RO,,11,,,,2022-08-03,31,1777225.0,446440,928,7318,5,,,
131,Norte,RO,,11,,,,2022-08-04,31,1777225.0,447215,775,7320,2,,,
132,Norte,RO,,11,,,,2022-08-05,31,1777225.0,447922,707,7324,4,,,
133,Norte,RO,,11,,,,2022-08-06,31,1777225.0,448143,221,7324,0,,,
134,Norte,RO,,11,,,,2022-08-07,32,1777225.0,448234,91,7324,0,,,
135,Norte,RO,,11,,,,2022-08-08,32,1777225.0,448556,322,7326,2,,,
136,Norte,RO,,11,,,,2022-08-09,32,1777225.0,449330,774,7327,1,,,
137,Norte,RO,,11,,,,2022-08-10,32,1777225.0,449637,307,7327,0,,,
138,Norte,RO,,11,,,,2022-08-11,32,1777225.0,449967,330,7331,4,,,
139,Norte,RO,,11,,,,2022-08-12,32,1777225.0,450436,469,7335,4,,,
140,Norte,RO,,11,,,,2022-08-13,32,1777225.0,450592,156,7337,2,,,
141,Norte,RO,,11,,,,2022-08-14,33,1777225.0,450639,47,7338,1,,,
142,Norte,RO,,11,,,,2022-08-15,33,1777225.0,450891,252,7340,2,,,
143,Norte,RO,,11,,,,2022-08-16,33,1777225.0,451319,428,7340,0,,,
144,Norte,RO,,11,,,,2022-08-17,33,1777225.0,451771,452,7340,0,,,
145,Norte,RO,,11,,,,2022-08-18,33,1777225.0,452369,598,7341,1,,,
146,Norte,RO,,11,,,,2022-08-19,33,1777225.0,452750,381,7342,1,,,
147,Norte,RO,,11,,,,2022-08-20,33,1777225.0,453033,283,7342,0,,,
148,Norte,RO,,11,,,,2022-08-21,34,1777225.0,453093,60,7343,1,,,
149,Norte,RO,,11,,,,2022-08-22,34,1777225.0,453363,270,7343,0,,,
150,Norte,RO,,11,,,,2022-08-23,34,1777225.0,453601,238,7347,4,,,
151,Norte,RO,,11,,,,2022-08-24,34,1777225.0,453893,292,7346,-1,,,
152,Norte,RO,,11,,,,2022-08-25,34,1777225.0,454049,156,7345,-1,,,
153,Norte,RO,,11,,,,2022-08-26,34,1777225.0,454283,234,7346,1,,,
154,Norte,RO,,11,,,,2022-08-27,34,1777225.0,454359,76,7346,0,,,
155,Norte,RO,,11,,,,2022-08-28,35,1777225.0,454380,21,7346,0,,,
156,Norte,RO,,11,,,,2022-08-29,35,1777225.0,454432,52,7348,2,,,
157,Norte,RO,,11,,,,2022-08-30,35,1777225.0,454515,83,7350,2,,,
158,Norte,RO,,11,,,,2022-08-31,35,1777225.0,454626,111,7351,1,,,
159,Norte,RO,,11,,,,2022-09-01,35,1777225.0,454722,96,7353,2,,,
160,Norte,RO,,11,,,,2022-09-02,35,1777225.0,454841,119,7353,0,,,
161,Norte,RO,,11,,,,2022-09-03,35,1777225.0,454886,45,7353,0,,,
162,Norte,RO,,11,,,,2022-09-04,36,1777225.0,454896,10,7353,0,,,
163,Norte,RO,,11,,,,2022-09-05,36,1777225.0,454953,57,7353,0,,,
164,Norte,RO,,11,,,,2022-09-06,36,1777225.0,455061,108,7353,0,,,
165,Norte,RO,,11,,,,2022-09-07,36,1777225.0,455105,44,7353,0,,,
166,Norte,RO,,11,,,,2022-09-08,36,1777225.0,455134,29,7353,0,,,
167,Norte,RO,,11,,,,2022-09-09,36,1777225.0,455188,54,7354,1,,,
168,Norte,RO,,11,,,,2022-09-10,36,1777225.0,455269,81,7353,-1,,,
169,Norte,RO,,11,,,,2022-09-11,37,1777225.0,455276,7,7353,0,,,
170,Norte,RO,,11,,,,2022-09-12,37,1777225.0,455312,36,7353,0,,,
171,Norte,RO,,11,,,,2022-09-13,37,1777225.0,455509,197,7353,0,,,
172,Norte,RO,,11,,,,2022-09-14,37,1777225.0,455628,119,7353,0,,,
173,Norte,RO,,11,,,,2022-09-15,37,1777225.0,455770,142,7353,0,,,
174,Norte,RO,,11,,,,2022-09-16,37,1777225.0,455797,27,7353,0,,,
175,Norte,RO,,11,,,,2022-09-17,37,1777225.0,455880,83,7356,3,,,
176,Norte,RO,,11,,,,2022-09-18,38,1777225.0,455888,8,7356,0,,,
177,Norte,RO,,11,,,,2022-09-19,38,1777225.0,455942,54,7356,0,,,
178,Norte,RO,,11,,,,2022-09-20,38,1777225.0,456035,93,7356,0,,,
179,Norte,RO,,11,,,,2022-09-21,38,1777225.0,456167,132,7356,0,,,
180,Norte,RO,,11,,,,2022-09-22,38,1777225.0,456225,58,7357,1,,,
181,Norte,RO,,11,,,,2022-09-23,38,1777225.0,456292,67,7359,2,,,
182,Norte,RO,,11,,,,2022-09-24,38,1777225.0,456375,83,7355,-4,,,
183,Norte,RO,,11,,,,2022-09-25,39,1777225.0,456375,0,7355,0,,,
184,Norte,RO,,11,,,,2022-09-26,39,1777225.0,456375,0,7355,0,,,
185,Norte,RO,,11,,,,2022-09-27,39,1777225.0,456427,52,7355,0,,,
186,Norte,RO,,11,,,,2022-09-28,39,1777225.0,456427,0,7355,0,,,
187,Norte,RO,,11,,,,2022-09-29,39,1777225.0,456537,110,7358,3,,,
188,Norte,RO,,11,,,,2022-09-30,39,1777225.0,456737,200,7358,0,,,
189,Norte,RO,,11,,,,2022-10-01,39,1777225.0,456764,27,7358,0,,,
190,Norte,RO,,11,,,,2022-10-02,40,1777225.0,456765,1,7358,0,,,
191,Norte,RO,,11,,,,2022-10-03,40,1777225.0,456842,77,7358,0,,,
192,Norte,RO,,11,,,,2022-10-04,40,1777225.0,456921,79,7358,0,,,
193,Norte,RO,,11,,,,2022-10-05,40,1777225.0,456938,17,7358,0,,,
194,Norte,AC,,12,,,,2022-07-01,26,881935.0,126495,300,2004,0,,,
195,Norte,AC,,12,,,,2022-07-02,26,881935.0,126904,409,2004,0,,,
196,Norte,AC,,12,,,,2022-07-03,27,881935.0,127066,162,2004,0,,,
197,Norte,AC,,12,,,,2022-07-04,27,881935.0,127175,109,2005,1,,,
198,Norte,AC,,12,,,,2022-07-05,27,881935.0,127705,530,2005,0,,,
199,Norte,AC,,12,,,,2022-07-06,27,881935.0,128166,461,2005,0,,,
200,Norte,AC,,12,,,,2022-07-07,27,881935.0,128727,561,2005,0,,,
201,Norte,AC,,12,,,,2022-07-08,27,881935.0,129755,1028,2005,0,,,
202,Norte,AC,,12,,,,2022-07-09,27,881935.0,129904,149,2006,1,,,
203,Norte,AC,,12,,,,2022-07-10,28,881935.0,130127,223,2007,1,,,
204,Norte,AC,,12,,,,2022-07-11,28,881935.0,130395,268,2007,0,,,
205,Norte,AC,,12,,,,2022-07-12,28,881935.0,131269,874,2007,0,,,
206,Norte,AC,,12,,,,2022-07-13,28,881935.0,132179,910,2008,1,,,
207,Norte,AC,,12,,,,2022-07-14,28,881935.0,132908,729,2008,0,,,
208,Norte,AC,,12,,,,2022-07-15,28,881935.0,133888,980,2009,1,,,
209,Norte,AC,,12,,,,2022-07-16,28,881935.0,134866,978,2009,0,,,
210,Norte,AC,,12,,,,2022-07-17,29,881935.0,134866,0,2009,0,,,
211,Norte,AC,,12,,,,2022-07-18,29,881935.0,135390,524,2009,0,,,
212,Norte,AC,,12,,,,2022-07-19,29,881935.0,136628,1238,2009,0,,,
213,Norte,AC,,12,,,,2022-07-20,29,881935.0,137490,862,2010,1,,,
214,Norte,AC,,12,,,,2022-07-21,29,881935.0,138275,785,2010,0,,,
215,Norte,AC,,12,,,,2022-07-22,29,881935.0,139173,898,2010,0,,,
216,Norte,AC,,12,,,,2022-07-23,29,881935.0,139173,0,2010,0,,,
217,Norte,AC,,12,,,,2022-07-24,30,881935.0,140043,870,2010,0,,,
218,Norte,AC,,12,,,,2022-07-25,30,881935.0,140424,381,2010,0,,,
219,Norte,AC,,12,,,,2022-07-26,30,881935.0,141151,727,2010,0,,,
220,Norte,AC,,12,,,,2022-07-27,30,881935.0,141924,773,2017,7,,,
221,Norte,AC,,12,,,,2022-07-28,30,881935.0,142751,827,2018,1,,,
222,Norte,AC,,12,,,,2022-07-29,30,881935.0,143181,430,2018,0,,,
223,Norte,AC,,12,,,,2022-07-30,30,881935.0,143181,0,2018,0,,,
224,Norte,AC,,12,,,,2022-07-31,31,881935.0,143185,4,2018,0,,,
225,Norte,AC,,12,,,,2022-08-01,31,881935.0,144169,984,2018,0,,,
226,Norte,AC,,12,,,,2022-08-02,31,881935.0,144730,561,2018,0,,,
227,Norte,AC,,12,,,,2022-08-03,31,881935.0,144730,0,2018,0,,,
228,Norte,AC,,12,,,,2022-08-04,31,881935.0,145474,744,2019,1,,,
229,Norte,AC,,12,,,,2022-08-05,31,881935.0,145486,12,2021,2,,,
230,Norte,AC,,12,,,,2022-08-06,31,881935.0,145487,1,2021,0,,,
231,Norte,AC,,12,,,,2022-08-07,32,881935.0,145488,1,2021,0,,,
232,Norte,AC,,12,,,,2022-08-08,32,881935.0,146233,745,2021,0,,,
233,Norte,AC,,12,,,,2022-08-09,32,881935.0,146570,337,2021,0,,,
234,Norte,AC,,12,,,,2022-08-10,32,881935.0,146883,313,2022,1,,,
235,Norte,AC,,12,,,,2022-08-11,32,881935.0,147159,276,2023,1,,,
236,Norte,AC,,12,,,,2022-08-12,32,881935.0,147414,255,2025,2,,,
237,Norte,AC,,12,,,,2022-08-13,32,881935.0,147512,98,2025,0,,,
238,Norte,AC,,12,,,,2022-08-14,33,881935.0,147513,1,2025,0,,,
239,Norte,AC,,12,,,,2022-08-15,33,881935.0,147514,1,2025,0,,,
240,Norte,AC,,12,,,,2022-08-16,33,881935.0,147785,271,2025,0,,,
241,Norte,AC,,12,,,,2022-08-17,33,881935.0,147922,137,2025,0,,,
242,Norte,AC,,12,,,,2022-08-18,33,881935.0,147922,0,2027,2,,,
243,Norte,AC,,12,,,,2022-08-19,33,881935.0,148265,343,2027,0,,,
244,Norte,AC,,12,,,,2022-08-20,33,881935.0,148270,5,2027,0,,,
245,Norte,AC,,12,,,,2022-08-21,34,881935.0,148425,155,2027,0,,,
246,Norte,AC,,12,,,,2022-08-22,34,881935.0,148451,26,2027,0,,,
247,Norte,AC,,12,,,,2022-08-23,34,881935.0,148591,140,2027,0,,,
248,Norte,AC,,12,,,,2022-08-24,34,881935.0,148668,77,2027,0,,,
249,Norte,AC,,12,,,,2022-08-25,34,881935.0,148768,100,2027,0,,,
250,Norte,AC,,12,,,,2022-08-26,34,881935.0,148857,89,2027,0,,,
251,Norte,AC,,12,,,,2022-08-27,34,881935.0,148897,40,2027,0,,,
252,Norte,AC,,12,,,,2022-08-28,35,881935.0,148898,1,2027,0,,,
253,Norte,AC,,12,,,,2022-08-29,35,881935.0,148913,15,2027,0,,,
254,Norte,AC,,12,,,,2022-08-30,35,881935.0,149001,88,2027,0,,,
255,Norte,AC,,12,,,,2022-08-31,35,881935.0,149049,48,2027,0,,,
256,Norte,AC,,12,,,,2022-09-01,35,881935.0,149129,80,2027,0,,,
257,Norte,AC,,12,,,,2022-09-02,35,881935.0,149201,72,2027,0,,,
258,Norte,AC,,12,,,,2022-09-03,35,881935.0,149224,23,2027,0,,,
259,Norte,AC,,12,,,,2022-09-04,36,881935.0,149228,4,2027,0,,,
260,Norte,AC,,12,,,,2022-09-05,36,881935.0,149228,0,2027,0,,,
261,Norte,AC,,12,,,,2022-09-06,36,881935.0,149239,11,2027,0,,,
262,Norte,AC,,12,,,,2022-09-07,36,881935.0,149273,34,2027,0,,,
263,Norte,AC,,12,,,,2022-09-08,36,881935.0,149296,23,2027,0,,,
264,Norte,AC,,12,,,,2022-09-09,36,881935.0,149378,82,2027,0,,,
265,Norte,AC,,12,,,,2022-09-10,36,881935.0,149410,32,2027,0,,,
266,Norte,AC,,12,,,,2022-09-11,37,881935.0,149410,0,2027,0,,,
267,Norte,AC,,12,,,,2022-09-12,37,881935.0,149412,2,2027,0,,,
268,Norte,AC,,12,,,,2022-09-13,37,881935.0,149453,41,2027,0,,,
269,Norte,AC,,12,,,,2022-09-14,37,881935.0,149493,40,2027,0,,,
270,Norte,AC,,12,,,,2022-09-15,37,881935.0,149529,36,2029,2,,,
271,Norte,AC,,12,,,,2022-09-16,37,881935.0,149557,28,2029,0,,,
272,Norte,AC,,12,,,,2022-09-17,37,881935.0,149569,12,2029,0,,,
273,Norte,AC,,12,,,,2022-09-18,38,881935.0,149570,1,2029,0,,,
274,Norte,AC,,12,,,,2022-09-19,38,881935.0,149573,3,2029,0,,,
275,Norte,AC,,12,,,,2022-09-20,38,881935.0,149613,40,2029,0,,,
276,Norte,AC,,12,,,,2022-09-21,38,881935.0,149627,14,2029,0,,,
277,Norte,AC,,12,,,,2022-09-22,38,881935.0,149656,29,2029,0,,,
278,Norte,AC,,12,,,,2022-09-23,38,881935.0,149667,11,2029,0,,,
279,Norte,AC,,12,,,,2022-09-24,38,881935.0,149668,1,2029,0,,,
280,Norte,AC,,12,,,,2022-09-25,39,881935.0,149668,0,2029,0,,,
281,Norte,AC,,12,,,,2022-09-26,39,881935.0,149668,0,2029,0,,,
282,Norte,AC,,12,,,,2022-09-27,39,881935.0,149691,23,2029,0,,,
283,Norte,AC,,12,,,,2022-09-28,39,881935.0,149702,11,2029,0,,,
284,Norte,AC,,12,,,,2022-09-29,39,881935.0,149713,11,2029,0,,,
285,Norte,AC,,12,,,,2022-09-30,39,881935.0,149723,10,2029,0,,,
286,Norte,AC,,12,,,,2022-10-01,39,881935.0,149730,7,2029,0,,,
287,Norte,AC,,12,,,,2022-10-02,40,881935.0,149730,0,2029,0,,,
288,Norte,AC,,12,,,,2022-10-03,40,881935.0,149730,0,2029,0,,,
289,Norte,AC,,12,,,,2022-10-04,40,881935.0,149736,6,2029,0,,,
290,Norte,AC,,12,,,,2022-10-05,40,881935.0,149744,8,2029,0,,,
291,Norte,AM,,13,,,,2022-07-01,26,4144597.0,585548,445,14178,0,,,
292,Norte,AM,,13,,,,2022-07-02,26,4144597.0,586051,503,14178,0,,,
293,Norte,AM,,13,,,,2022-07-03,27,4144597.0,586360,309,14178,0,,,
294,Norte,AM,,13,,,,2022-07-04,27,4144597.0,586475,115,14178,0,,,
295,Norte,AM,,13,,,,2022-07-05,27,4144597.0,587311,836,14179,1,,,
296,Norte,AM,,13,,,,2022-07-06,27,4144597.0,588047,736,14179,0,,,
297,Norte,AM,,13,,,,2022-07-07,27,4144597.0,588939,892,14180,1,,,
298,Norte,AM,,13,,,,2022-07-08,27,4144597.0,589688,749,14182,2,,,
299,Norte,AM,,13,,,,2022-07-09,27,4144597.0,590322,634,14183,1,,,
300,Norte,AM,,13,,,,2022-07-10,28,4144597.0,590641,319,14183,0,,,
301,Norte,AM,,13,,,,2022-07-11,28,4144597.0,590947,306,14187,4,,,
302,Norte,AM,,13,,,,2022-07-12,28,4144597.0,591893,946,14188,1,,,
303,Norte,AM,,13,,,,2022-07-13,28,4144597.0,592906,1013,14191,3,,,
304,Norte,AM,,13,,,,2022-07-14,28,4144597.0,594134,1228,14191,0,,,
305,Norte,AM,,13,,,,2022-07-15,28,4144597.0,595152,1018,14194,3,,,
306,Norte,AM,,13,,,,2022-07-16,28,4144597.0,596049,897,14195,1,,,
307,Norte,AM,,13,,,,2022-07-17,29,4144597.0,596365,316,14196,1,,,
308,Norte,AM,,13,,,,2022-07-18,29,4144597.0,596644,279,14199,3,,,
309,Norte,AM,,13,,,,2022-07-19,29,4144597.0,597920,1276,14199,0,,,
310,Norte,AM,,13,,,,2022-07-20,29,4144597.0,598967,1047,14202,3,,,
311,Norte,AM,,13,,,,2022-07-21,29,4144597.0,600048,1081,14205,3,,,
312,Norte,AM,,13,,,,2022-07-22,29,4144597.0,601034,986,14206,1,,,
313,Norte,AM,,13,,,,2022-07-23,29,4144597.0,601757,723,14209,3,,,
314,Norte,AM,,13,,,,2022-07-24,30,4144597.0,601964,207,14209,0,,,
315,Norte,AM,,13,,,,2022-07-25,30,4144597.0,602283,319,14212,3,,,
316,Norte,AM,,13,,,,2022-07-26,30,4144597.0,603079,796,14215,3,,,
317,Norte,AM,,13,,,,2022-07-27,30,4144597.0,603716,637,14217,2,,,
318,Norte,AM,,13,,,,2022-07-28,30,4144597.0,604468,752,14220,3,,,
319,Norte,AM,,13,,,,2022-07-29,30,4144597.0,605151,683,14223,3,,,
320,Norte,AM,,13,,,,2022-07-30,30,4144597.0,605585,434,14224,1,,,
321,Norte,AM,,13,,,,2022-07-31,31,4144597.0,605746,161,14224,0,,,
322,Norte,AM,,13,,,,2022-08-01,31,4144597.0,605931,185,14227,3,,,
323,Norte,AM,,13,,,,2022-08-02,31,4144597.0,606421,490,14229,2,,,
324,Norte,AM,,13,,,,2022-08-03,31,4144597.0,606918,497,14232,3,,,
325,Norte,AM,,13,,,,2022-08-04,31,4144597.0,607444,526,14233,1,,,
326,Norte,AM,,13,,,,2022-08-05,31,4144597.0,608010,566,14236,3,,,
327,Norte,AM,,13,,,,2022-08-06,31,4144597.0,608353,343,14237,1,,,
328,Norte,AM,,13,,,,2022-08-07,32,4144597.0,608591,238,14237,0,,,
329,Norte,AM,,13,,,,2022-08-08,32,4144597.0,608757,166,14239,2,,,
330,Norte,AM,,13,,,,2022-08-09,32,4144597.0,609241,484,14239,0,,,
331,Norte,AM,,13,,,,2022-08-10,32,4144597.0,609591,350,14242,3,,,
332,Norte,AM,,13,,,,2022-08-11,32,4144597.0,610064,473,14242,0,,,
333,Norte,AM,,13,,,,2022-08-12,32,4144597.0,610408,344,14246,4,,,
334,Norte,AM,,13,,,,2022-08-13,32,4144597.0,610727,319,14249,3,,,
335,Norte,AM,,13,,,,2022-08-14,33,4144597.0,610810,83,14249,0,,,
336,Norte,AM,,13,,,,2022-08-15,33,4144597.0,610960,150,14252,3,,,
337,Norte,AM,,13,,,,2022-08-16,33,4144597.0,611225,265,14255,3,,,
338,Norte,AM,,13,,,,2022-08-17,33,4144597.0,611535,310,14257,2,,,
339,Norte,AM,,13,,,,2022-08-18,33,4144597.0,611897,362,14260,3,,,
340,Norte,AM,,13,,,,2022-08-19,33,4144597.0,612098,201,14263,3,,,
341,Norte,AM,,13,,,,2022-08-20,33,4144597.0,612283,185,14263,0,,,
342,Norte,AM,,13,,,,2022-08-21,34,4144597.0,612423,140,14263,0,,,
343,Norte,AM,,13,,,,2022-08-22,34,4144597.0,612531,108,14265,2,,,
344,Norte,AM,,13,,,,2022-08-23,34,4144597.0,612691,160,14268,3,,,
345,Norte,AM,,13,,,,2022-08-24,34,4144597.0,612825,134,14272,4,,,
346,Norte,AM,,13,,,,2022-08-25,34,4144597.0,612975,150,14272,0,,,
347,Norte,AM,,13,,,,2022-08-26,34,4144597.0,613104,129,14276,4,,,
348,Norte,AM,,13,,,,2022-08-27,34,4144597.0,613147,43,14276,0,,,
349,Norte,AM,,13,,,,2022-08-28,35,4144597.0,613249,102,14276,0,,,
350,Norte,AM,,13,,,,2022-08-29,35,4144597.0,613390,141,14279,3,,,
351,Norte,AM,,13,,,,2022-08-30,35,4144597.0,613556,166,14283,4,,,
352,Norte,AM,,13,,,,2022-08-31,35,4144597.0,613705,149,14283,0,,,
353,Norte,AM,,13,,,,2022-09-01,35,4144597.0,613850,145,14287,4,,,
354,Norte,AM,,13,,,,2022-09-02,35,4144597.0,613967,117,14291,4,,,
355,Norte,AM,,13,,,,2022-09-03,35,4144597.0,614087,120,14291,0,,,
356,Norte,AM,,13,,,,2022-09-04,36,4144597.0,614193,106,14291,0,,,
357,Norte,AM,,13,,,,2022-09-05,36,4144597.0,614314,121,14293,2,,,
358,Norte,AM,,13,,,,2022-09-06,36,4144597.0,614425,111,14296,3,,,
359,Norte,AM,,13,,,,2022-09-07,36,4144597.0,614531,106,14298,2,,,
360,Norte,AM,,13,,,,2022-09-08,36,4144597.0,614636,105,14302,4,,,
361,Norte,AM,,13,,,,2022-09-09,36,4144597.0,614752,116,14304,2,,,
362,Norte,AM,,13,,,,2022-09-10,36,4144597.0,614866,114,14305,1,,,
363,Norte,AM,,13,,,,2022-09-11,37,4144597.0,614937,71,14305,0,,,
364,Norte,AM,,13,,,,2022-09-12,37,4144597.0,615033,96,14307,2,,,
365,Norte,AM,,13,,,,2022-09-13,37,4144597.0,615181,148,14307,0,,,
366,Norte,AM,,13,,,,2022-09-14,37,4144597.0,615305,124,14310,3,,,
367,Norte,AM,,13,,,,2022-09-15,37,4144597.0,615408,103,14313,3,,,
368,Norte,AM,,13,,,,2022-09-16,37,4144597.0,615518,110,14314,1,,,
369,Norte,AM,,13,,,,2022-09-17,37,4144597.0,615625,107,14314,0,,,
370,Norte,AM,,13,,,,2022-09-18,38,4144597.0,615726,101,14314,0,,,
371,Norte,AM,,13,,,,2022-09-19,38,4144597.0,615762,36,14316,2,,,
372,Norte,AM,,13,,,,2022-09-20,38,4144597.0,615834,72,14318,2,,,
373,Norte,AM,,13,,,,2022-09-21,38,4144597.0,615887,53,14320,2,,,
374,Norte,AM,,13,,,,2022-09-22,38,4144597.0,615975,88,14320,0,,,
375,Norte,AM,,13,,,,2022-09-23,38,4144597.0,616038,63,14320,0,,,
376,Norte,AM,,13,,,,2022-09-24,38,4144597.0,616100,62,14320,0,,,
377,Norte,AM,,13,,,,2022-09-25,39,4144597.0,616134,34,14320,0,,,
378,Norte,AM,,13,,,,2022-09-26,39,4144597.0,616169,35,14322,2,,,
379,Norte,AM,,13,,,,2022-09-27,39,4144597.0,616206,37,14323,1,,,
380,Norte,AM,,13,,,,2022-09-28,39,4144597.0,616246,40,14325,2,,,
381,Norte,AM,,13,,,,2022-09-29,39,4144597.0,616279,33,14325,0,,,
382,Norte,AM,,13,,,,2022-09-30,39,4144597.0,616307,28,14327,2,,,
383,Norte,AM,,13,,,,2022-10-01,39,4144597.0,616328,21,14327,0,,,
384,Norte,AM,,13,,,,2022-10-02,40,4144597.0,616347,19,14327,0,,,
385,Norte,AM,,13,,,,2022-10-03,40,4144597.0,616379,32,14329,2,,,
386,Norte,AM,,13,,,,2022-10-04,40,4144597.0,616419,40,14331,2,,,
387,Norte,AM,,13,,,,2022-10-05,40,4144597.0,616452,33,14333,2,,,
388,Norte,RR,,14,,,,2022-07-01,26,605761.0,160977,1329,2153,0,,,
389,Norte,RR,,14,,,,2022-07-02,26,605761.0,160977,0,2153,0,,,
390,Norte,RR,,14,,,,2022-07-03,27,605761.0,160977,0,2153,0,,,
391,Norte,RR,,14,,,,2022-07-04,27,605761.0,161991,1014,2153,0,,,
392,Norte,RR,,14,,,,2022-07-05,27,605761.0,163221,1230,2153,0,,,
393,Norte,RR,,14,,,,2022-07-06,27,605761.0,164092,871,2153,0,,,
394,Norte,RR,,14,,,,2022-07-07,27,605761.0,164962,870,2153,0,,,
395,Norte,RR,,14,,,,2022-07-08,27,605761.0,165739,777,2153,0,,,
396,Norte,RR,,14,,,,2022-07-09,27,605761.0,165739,0,2153,0,,,
397,Norte,RR,,14,,,,2022-07-10,28,605761.0,165739,0,2153,0,,,
398,Norte,RR,,14,,,,2022-07-11,28,605761.0,166494,755,2154,1,,,
399,Norte,RR,,14,,,,2022-07-12,28,605761.0,167401,907,2154,0,,,
400,Norte,RR,,14,,,,2022-07-13,28,605761.0,167972,571,2154,0,,,
401,Norte,RR,,14,,,,2022-07-14,28,605761.0,168498,526,2154,0,,,
402,Norte,RR,,14,,,,2022-07-15,28,605761.0,169038,540,2154,0,,,
403,Norte,RR,,14,,,,2022-07-16,28,605761.0,169038,0,2154,0,,,
404,Norte,RR,,14,,,,2022-07-17,29,605761.0,169038,0,2154,0,,,
405,Norte,RR,,14,,,,2022-07-18,29,605761.0,169512,474,2154,0,,,
406,Norte,RR,,14,,,,2022-07-19,29,605761.0,170039,527,2155,1,,,
407,Norte,RR,,14,,,,2022-07-20,29,605761.0,170407,368,2158,3,,,
408,Norte,RR,,14,,,,2022-07-21,29,605761.0,170758,351,2158,0,,,
409,Norte,RR,,14,,,,2022-07-22,29,605761.0,171162,404,2158,0,,,
410,Norte,RR,,14,,,,2022-07-23,29,605761.0,171162,0,2158,0,,,
411,Norte,RR,,14,,,,2022-07-24,30,605761.0,171162,0,2158,0,,,
412,Norte,RR,,14,,,,2022-07-25,30,605761.0,171360,198,2158,0,,,
413,Norte,RR,,14,,,,2022-07-26,30,605761.0,171871,511,2158,0,,,
414,Norte,RR,,14,,,,2022-07-27,30,605761.0,172080,209,2158,0,,,
415,Norte,RR,,14,,,,2022-07-28,30,605761.0,172358,278,2158,0,,,
416,Norte,RR,,14,,,,2022-07-29,30,605761.0,172615,257,2158,0,,,
417,Norte,RR,,14,,,,2022-07-30,30,605761.0,172615,0,2158,0,,,
418,Norte,RR,,14,,,,2022-07-31,31,605761.0,172615,0,2158,0,,,
419,Norte,RR,,14,,,,2022-08-01,31,605761.0,172824,209,2158,0,,,
420,Norte,RR,,14,,,,2022-08-02,31,605761.0,172904,80,2158,0,,,
421,Norte,RR,,14,,,,2022-08-03,31,605761.0,173067,163,2158,0,,,
